Centre,Gender,Labour Category,Labour Type,Jul-10,Aug-10,Sep-10,Oct-10,Nov-10,Dec-10,Jan-11,Feb-11,Mar-11,Apr-11,May-11,Jun-11,Annual Average,State,District,Centre_length
TAJPUR,M,"OTHER 
AGRICULTURAL 
LABOUR","OTHER 
AGRICULTURAL 
LABOUR",60,60,60,70,70,70,-,100,-,-,100,150,82.22,MADHYA PRADESH,UJJAIN,6
TAJPUR,W,"OTHER 
AGRICULTURAL 
LABOUR","OTHER 
AGRICULTURAL 
LABOUR",60,60,60,70,70,70,-,80,-,-,80,100,72.22,MADHYA PRADESH,UJJAIN,6
TAJPUR,M,"SKILLED 
LABOUR",BLACKSMITH,150,150,150,150,150,150,-,150,-,-,180,180,156.67,MADHYA PRADESH,UJJAIN,6
TAJPUR,W,"SKILLED 
LABOUR",BLACKSMITH,-,-,-,-,-,-,-,-,-,-,-,-,-,MADHYA PRADESH,UJJAIN,6
TAJPUR,M,"SKILLED 
LABOUR",CARPENTER,150,150,150,150,150,150,-,150,-,-,160,180,154.44,MADHYA PRADESH,UJJAIN,6
TAJPUR,W,"SKILLED 
LABOUR",CARPENTER,-,-,-,-,-,-,-,-,-,-,-,-,-,MADHYA PRADESH,UJJAIN,6
TAJPUR,M,"SKILLED 
LABOUR",COBBLER,150,150,150,150,150,150,-,150,-,-,150,180,153.33,MADHYA PRADESH,UJJAIN,6
TAJPUR,W,"SKILLED 
LABOUR",COBBLER,-,-,-,-,-,-,-,-,-,-,-,-,-,MADHYA PRADESH,UJJAIN,6
PALI,M,FIELD LABOUR,PLOUGHMAN,-,90,90,90,100,100,-,-,-,-,100,-,95,MADHYA PRADESH,UMARIYA,4
PALI,W,FIELD LABOUR,PLOUGHMAN,-,-,-,-,-,-,-,-,-,-,-,-,-,MADHYA PRADESH,UMARIYA,4
PALI,M,FIELD LABOUR,"REAPER & 
HARVESTER",-,-,-,100,100,100,-,-,-,-,-,-,100,MADHYA PRADESH,UMARIYA,4
PALI,W,FIELD LABOUR,"REAPER & 
HARVESTER",-,-,-,90,90,90,-,-,-,-,-,-,90,MADHYA PRADESH,UMARIYA,4
PALI,M,FIELD LABOUR,SOWER,-,90,100,100,100,100,-,-,-,-,-,-,98,MADHYA PRADESH,UMARIYA,4
PALI,W,FIELD LABOUR,SOWER,-,90,90,90,90,90,-,-,-,-,-,-,90,MADHYA PRADESH,UMARIYA,4
PALI,M,HERDSMEN,HERDSMEN,-,90,90,80,80,90,-,-,-,-,100,-,88.33,MADHYA PRADESH,UMARIYA,4
PALI,W,HERDSMEN,HERDSMEN,-,-,-,-,-,-,-,-,-,-,-,-,-,MADHYA PRADESH,UMARIYA,4
PALI,M,"OTHER 
AGRICULTURAL 
LABOUR","OTHER 
AGRICULTURAL 
LABOUR",-,90,100,100,100,100,-,-,-,-,100,-,98.33,MADHYA PRADESH,UMARIYA,4
PALI,W,"OTHER 
AGRICULTURAL 
LABOUR","OTHER 
AGRICULTURAL 
LABOUR",-,90,90,90,90,90,-,-,-,-,90,-,90,MADHYA PRADESH,UMARIYA,4
PALI,M,"SKILLED 
LABOUR",BLACKSMITH,-,150,150,150,200,200,-,-,-,-,250,-,183.33,MADHYA PRADESH,UMARIYA,4
PALI,W,"SKILLED 
LABOUR",BLACKSMITH,-,-,-,-,-,-,-,-,-,-,-,-,-,MADHYA PRADESH,UMARIYA,4
PALI,M,"SKILLED 
LABOUR",CARPENTER,-,150,150,150,200,200,-,-,-,-,250,-,183.33,MADHYA PRADESH,UMARIYA,4
PALI,W,"SKILLED 
LABOUR",CARPENTER,-,-,-,-,-,-,-,-,-,-,-,-,-,MADHYA PRADESH,UMARIYA,4
PALI,M,"SKILLED 
LABOUR",COBBLER,-,150,150,150,200,200,-,-,-,-,250,-,183.33,MADHYA PRADESH,UMARIYA,4
PALI,W,"SKILLED 
LABOUR",COBBLER,-,-,-,-,-,-,-,-,-,-,-,-,-,MADHYA PRADESH,UMARIYA,4
DEVKHUJURI,M,FIELD LABOUR,PLOUGHMAN,110,110,110,110,110,110,-,114,114,-,114,114,111.6,MADHYA PRADESH,VIDISHA,10
DEVKHUJURI,W,FIELD LABOUR,PLOUGHMAN,-,-,-,-,-,-,-,-,-,-,-,-,-,MADHYA PRADESH,VIDISHA,10
DEVKHUJURI,M,FIELD LABOUR,"REAPER & 
HARVESTER",-,-,-,110,-,-,-,114,114,-,114,-,113,MADHYA PRADESH,VIDISHA,10
DEVKHUJURI,W,FIELD LABOUR,"REAPER & 
HARVESTER",-,-,-,110,-,-,-,-,114,-,114,-,112.67,MADHYA PRADESH,VIDISHA,10
DEVKHUJURI,M,FIELD LABOUR,SOWER,142,142,-,-,110,110,-,114,114,-,-,114,120.86,MADHYA PRADESH,VIDISHA,10
DEVKHUJURI,W,FIELD LABOUR,SOWER,-,-,-,-,100,110,-,114,114,-,-,114,110.4,MADHYA PRADESH,VIDISHA,10
DEVKHUJURI,M,FIELD LABOUR,WEEDER,-,110,110,-,-,-,-,114,114,-,-,-,112,MADHYA PRADESH,VIDISHA,10
DEVKHUJURI,W,FIELD LABOUR,WEEDER,-,110,110,-,-,-,-,114,114,-,-,-,112,MADHYA PRADESH,VIDISHA,10
DEVKHUJURI,M,HERDSMEN,HERDSMEN,110,110,110,-,110,110,-,114,114,-,-,120,112.25,MADHYA PRADESH,VIDISHA,10
DEVKHUJURI,W,HERDSMEN,HERDSMEN,-,-,-,-,-,-,-,-,114,-,-,120,117,MADHYA PRADESH,VIDISHA,10
DEVKHUJURI,M,"OTHER 
AGRICULTURAL 
LABOUR","OTHER 
AGRICULTURAL 
LABOUR",-,110,110,110,110,110,-,114,114,-,114,114,111.78,MADHYA PRADESH,VIDISHA,10
DEVKHUJURI,W,"OTHER 
AGRICULTURAL 
LABOUR","OTHER 
AGRICULTURAL 
LABOUR",-,-,-,-,-,-,-,-,114,-,114,114,114,MADHYA PRADESH,VIDISHA,10
DEVKHUJURI,M,"SKILLED 
LABOUR",BLACKSMITH,142,142,142,142,142,142,-,170,170,-,170,170,153.2,MADHYA PRADESH,VIDISHA,10
DEVKHUJURI,W,"SKILLED 
LABOUR",BLACKSMITH,-,-,-,-,-,-,-,-,-,-,-,-,-,MADHYA PRADESH,VIDISHA,10
DEVKHUJURI,M,"SKILLED 
LABOUR",CARPENTER,142,142,142,142,142,142,-,170,170,-,170,170,153.2,MADHYA PRADESH,VIDISHA,10
DEVKHUJURI,W,"SKILLED 
LABOUR",CARPENTER,-,-,-,-,-,-,-,-,-,-,-,-,-,MADHYA PRADESH,VIDISHA,10
SINDEWADI,M,FIELD LABOUR,FIELD LABOUR,100,100,100,100,100,100,-,-,-,-,100,100,100,MAHARASHTRA,CHANDRAPUR,9
SINDEWADI,W,FIELD LABOUR,FIELD LABOUR,80,80,80,80,80,80,-,-,-,-,80,80,80,MAHARASHTRA,CHANDRAPUR,9
MAUDA,M,FIELD LABOUR,FIELD LABOUR,100,100,100,100,100,100,-,100,-,-,-,-,100,MAHARASHTRA,NAGPUR,5
MAUDA,W,FIELD LABOUR,FIELD LABOUR,80,80,80,80,80,80,-,80,-,-,-,-,80,MAHARASHTRA,NAGPUR,5
MAUDA,M,FIELD LABOUR,PLOUGHMAN,-,-,-,-,-,-,100,-,-,-,-,-,100,MAHARASHTRA,NAGPUR,5
MAUDA,W,FIELD LABOUR,PLOUGHMAN,-,-,-,-,-,-,80,-,-,-,-,-,80,MAHARASHTRA,NAGPUR,5
MAUDA,M,"OTHER 
AGRICULTURAL 
LABOUR","OTHER 
AGRICULTURAL 
LABOUR",-,-,-,-,-,-,-,100,100,100,-,-,100,MAHARASHTRA,NAGPUR,5
MAUDA,W,"OTHER 
AGRICULTURAL 
LABOUR","OTHER 
AGRICULTURAL 
LABOUR",-,-,-,-,-,-,-,80,80,80,-,-,80,MAHARASHTRA,NAGPUR,5
ATHAMALIK,M,FIELD LABOUR,PLOUGHMAN,70,100,100,100,100,100,100,100,100,100,100,100,97.5,ORISSA,ANGUL,9
ATHAMALIK,W,FIELD LABOUR,PLOUGHMAN,-,-,-,-,-,-,-,-,-,-,-,-,-,ORISSA,ANGUL,9
ATHAMALIK,M,FIELD LABOUR,"REAPER & 
HARVESTER",-,-,100,100,100,100,100,100,100,100,100,100,100,ORISSA,ANGUL,9
ATHAMALIK,W,FIELD LABOUR,"REAPER & 
HARVESTER",-,-,80,80,80,70,80,80,80,80,80,80,79,ORISSA,ANGUL,9
ATHAMALIK,M,FIELD LABOUR,SOWER,70,70,100,100,100,100,100,100,100,100,100,100,95,ORISSA,ANGUL,9
ATHAMALIK,W,FIELD LABOUR,SOWER,60,60,60,80,-,-,80,-,-,-,-,-,68,ORISSA,ANGUL,9
ATHAMALIK,M,FIELD LABOUR,WEEDER,-,-,100,100,100,100,100,100,100,100,100,100,100,ORISSA,ANGUL,9
ATHAMALIK,W,FIELD LABOUR,WEEDER,-,-,-,80,80,70,80,70,70,70,70,80,74.44,ORISSA,ANGUL,9
ATHAMALIK,M,HERDSMEN,HERDSMEN,60,100,80,80,80,80,100,100,100,100,100,100,90,ORISSA,ANGUL,9
ATHAMALIK,W,HERDSMEN,HERDSMEN,50,80,70,70,70,60,80,80,80,80,80,80,73.33,ORISSA,ANGUL,9
ATHAMALIK,M,"OTHER 
AGRICULTURAL 
LABOUR","OTHER 
AGRICULTURAL 
LABOUR",70,100,-,100,-,100,100,100,100,100,100,100,97,ORISSA,ANGUL,9
ATHAMALIK,W,"OTHER 
AGRICULTURAL 
LABOUR","OTHER 
AGRICULTURAL 
LABOUR",60,80,-,80,-,70,80,80,80,80,80,80,77,ORISSA,ANGUL,9
ATHAMALIK,M,"SKILLED 
LABOUR",BLACKSMITH,100,100,120,150,150,150,150,150,150,150,150,150,139.17,ORISSA,ANGUL,9
ATHAMALIK,W,"SKILLED 
LABOUR",BLACKSMITH,-,-,-,-,-,-,-,-,-,-,-,-,-,ORISSA,ANGUL,9
ATHAMALIK,M,"SKILLED 
LABOUR",CARPENTER,150,150,150,150,150,150,150,150,150,150,150,150,150,ORISSA,ANGUL,9
ATHAMALIK,W,"SKILLED 
LABOUR",CARPENTER,-,-,-,-,-,-,-,-,-,-,-,-,-,ORISSA,ANGUL,9
ATHAMALIK,M,"SKILLED 
LABOUR",COBBLER,100,100,150,120,150,120,120,120,120,120,150,120,124.17,ORISSA,ANGUL,9
ATHAMALIK,W,"SKILLED 
LABOUR",COBBLER,-,-,-,-,-,-,-,-,-,-,-,-,-,ORISSA,ANGUL,9
JALESWAR,M,FIELD LABOUR,PLOUGHMAN,100,100,100,100,100,100,100,100,100,100,100,100,100,ORISSA,BALASORE,8
JALESWAR,W,FIELD LABOUR,PLOUGHMAN,-,-,-,-,-,-,-,-,-,-,-,-,-,ORISSA,BALASORE,8
JALESWAR,M,FIELD LABOUR,"REAPER & 
HARVESTER",100,100,100,100,100,120,120,120,120,120,130,130,113.33,ORISSA,BALASORE,8
JALESWAR,W,FIELD LABOUR,"REAPER & 
HARVESTER",90,90,90,90,90,100,100,100,100,100,120,120,99.17,ORISSA,BALASORE,8
JALESWAR,M,FIELD LABOUR,SOWER,100,100,100,100,100,100,100,100,100,100,100,100,100,ORISSA,BALASORE,8
JALESWAR,W,FIELD LABOUR,SOWER,90,90,90,90,90,90,90,-,-,-,-,90,90,ORISSA,BALASORE,8
JALESWAR,M,FIELD LABOUR,WEEDER,100,100,100,100,100,100,100,100,100,100,100,100,100,ORISSA,BALASORE,8
JALESWAR,W,FIELD LABOUR,WEEDER,90,90,90,90,90,90,90,90,90,90,90,90,90,ORISSA,BALASORE,8
JALESWAR,M,HERDSMEN,HERDSMEN,70,70,70,70,70,70,70,90,90,90,100,100,80,ORISSA,BALASORE,8
JALESWAR,W,HERDSMEN,HERDSMEN,60,60,60,60,60,60,60,-,-,-,-,-,60,ORISSA,BALASORE,8
JALESWAR,M,"OTHER 
AGRICULTURAL 
LABOUR","OTHER 
AGRICULTURAL 
LABOUR",100,100,100,100,100,100,100,100,100,100,100,100,100,ORISSA,BALASORE,8
JALESWAR,W,"OTHER 
AGRICULTURAL 
LABOUR","OTHER 
AGRICULTURAL 
LABOUR",90,90,90,90,90,90,90,90,90,90,90,90,90,ORISSA,BALASORE,8
JALESWAR,M,"SKILLED 
LABOUR",BLACKSMITH,120,120,120,120,120,120,120,140,140,140,150,150,130,ORISSA,BALASORE,8
JALESWAR,W,"SKILLED 
LABOUR",BLACKSMITH,-,-,-,-,-,-,-,-,-,-,-,-,-,ORISSA,BALASORE,8
JALESWAR,M,"SKILLED 
LABOUR",CARPENTER,150,150,150,150,150,150,150,160,160,160,180,180,157.5,ORISSA,BALASORE,8
JALESWAR,W,"SKILLED 
LABOUR",CARPENTER,-,-,-,-,-,-,-,-,-,-,-,-,-,ORISSA,BALASORE,8
PADMAPUR,M,FIELD LABOUR,PLOUGHMAN,80,90,90,90,90,90,90,90,90,90,90,90,89.17,ORISSA,BARAGARH,8
PADMAPUR,W,FIELD LABOUR,PLOUGHMAN,-,-,-,-,-,-,-,-,-,-,-,-,-,ORISSA,BARAGARH,8
PADMAPUR,M,FIELD LABOUR,"REAPER & 
HARVESTER",80,80,90,90,90,90,90,90,90,90,90,90,88.33,ORISSA,BARAGARH,8
PADMAPUR,W,FIELD LABOUR,"REAPER & 
HARVESTER",60,60,70,70,70,70,70,70,70,70,70,70,68.33,ORISSA,BARAGARH,8
PADMAPUR,M,FIELD LABOUR,SOWER,80,90,90,90,90,90,90,90,90,90,90,90,89.17,ORISSA,BARAGARH,8
PADMAPUR,W,FIELD LABOUR,SOWER,-,-,-,-,-,-,70,-,-,-,-,-,70,ORISSA,BARAGARH,8
PADMAPUR,M,FIELD LABOUR,WEEDER,80,90,90,70,90,90,90,90,90,90,90,90,87.5,ORISSA,BARAGARH,8
PADMAPUR,W,FIELD LABOUR,WEEDER,60,70,70,60,70,70,70,70,70,70,70,70,68.33,ORISSA,BARAGARH,8
PADMAPUR,M,HERDSMEN,HERDSMEN,80,80,90,90,90,90,90,90,90,90,90,90,88.33,ORISSA,BARAGARH,8
PADMAPUR,W,HERDSMEN,HERDSMEN,60,60,70,70,70,70,70,70,70,70,70,70,68.33,ORISSA,BARAGARH,8
PADMAPUR,M,"OTHER 
AGRICULTURAL 
LABOUR","OTHER 
AGRICULTURAL 
LABOUR",80,80,90,90,90,90,90,90,90,90,90,90,88.33,ORISSA,BARAGARH,8
PADMAPUR,W,"OTHER 
AGRICULTURAL 
LABOUR","OTHER 
AGRICULTURAL 
LABOUR",60,60,70,70,70,70,70,70,70,70,70,70,68.33,ORISSA,BARAGARH,8
PADMAPUR,M,"SKILLED 
LABOUR",BLACKSMITH,80,90,90,90,90,90,90,90,90,100,100,90,90.83,ORISSA,BARAGARH,8
PADMAPUR,W,"SKILLED 
LABOUR",BLACKSMITH,-,-,-,-,-,-,-,-,-,-,-,-,-,ORISSA,BARAGARH,8
PADMAPUR,M,"SKILLED 
LABOUR",CARPENTER,100,120,120,120,120,120,120,120,120,120,120,120,118.33,ORISSA,BARAGARH,8
PADMAPUR,W,"SKILLED 
LABOUR",CARPENTER,-,-,-,-,-,-,-,-,-,-,-,-,-,ORISSA,BARAGARH,8
PADMAPUR,M,"SKILLED 
LABOUR",COBBLER,80,90,90,90,90,90,120,90,90,90,100,90,92.5,ORISSA,BARAGARH,8
PADMAPUR,W,"SKILLED 
LABOUR",COBBLER,-,-,-,-,-,-,-,-,-,-,-,-,-,ORISSA,BARAGARH,8
CHANDABALI,M,FIELD LABOUR,PLOUGHMAN,100,100,150,-,-,150,150,130,150,150,150,150,138,ORISSA,BHADRAK,10
CHANDABALI,W,FIELD LABOUR,PLOUGHMAN,-,-,-,-,-,-,-,-,-,-,-,-,-,ORISSA,BHADRAK,10
CHANDABALI,M,FIELD LABOUR,"REAPER & 
HARVESTER",-,-,-,130,150,150,130,130,-,-,130,-,136.67,ORISSA,BHADRAK,10
CHANDABALI,W,FIELD LABOUR,"REAPER & 
HARVESTER",-,-,-,-,130,-,130,-,-,-,120,-,126.67,ORISSA,BHADRAK,10
CHANDABALI,M,FIELD LABOUR,SOWER,-,-,-,-,-,130,130,130,-,-,-,130,130,ORISSA,BHADRAK,10
CHANDABALI,W,FIELD LABOUR,SOWER,-,-,-,-,-,-,-,-,-,-,-,-,-,ORISSA,BHADRAK,10
CHANDABALI,M,FIELD LABOUR,WEEDER,100,100,130,-,140,130,130,130,130,-,-,-,123.75,ORISSA,BHADRAK,10
CHANDABALI,W,FIELD LABOUR,WEEDER,90,90,120,-,-,-,-,-,120,-,-,-,105,ORISSA,BHADRAK,10
CHANDABALI,M,HERDSMEN,HERDSMEN,80,80,120,120,120,130,120,130,100,120,120,120,113.33,ORISSA,BHADRAK,10
CHANDABALI,W,HERDSMEN,HERDSMEN,70,70,100,120,120,-,120,120,80,120,100,100,101.82,ORISSA,BHADRAK,10
CHANDABALI,M,"OTHER 
AGRICULTURAL 
LABOUR","OTHER 
AGRICULTURAL 
LABOUR",100,100,150,130,150,130,150,150,130,130,-,130,131.82,ORISSA,BHADRAK,10
CHANDABALI,W,"OTHER 
AGRICULTURAL 
LABOUR","OTHER 
AGRICULTURAL 
LABOUR",90,90,-,-,-,-,-,-,120,120,-,120,108,ORISSA,BHADRAK,10
CHANDABALI,M,"SKILLED 
LABOUR",BLACKSMITH,-,-,-,-,170,-,-,-,-,-,-,-,170,ORISSA,BHADRAK,10
CHANDABALI,W,"SKILLED 
LABOUR",BLACKSMITH,-,-,-,-,-,-,-,-,-,-,-,-,-,ORISSA,BHADRAK,10
CHANDABALI,M,"SKILLED 
LABOUR",CARPENTER,150,150,180,180,180,180,180,180,180,180,200,200,178.33,ORISSA,BHADRAK,10
CHANDABALI,W,"SKILLED 
LABOUR",CARPENTER,-,-,-,-,-,-,-,-,-,-,-,-,-,ORISSA,BHADRAK,10
BHAINSA,M,FIELD LABOUR,PLOUGHMAN,80,80,80,80,80,80,80,80,80,80,80,80,80,ORISSA,BOLANGIR,7
BHAINSA,W,FIELD LABOUR,PLOUGHMAN,-,-,-,-,-,-,-,-,-,-,-,-,-,ORISSA,BOLANGIR,7
BHAINSA,M,FIELD LABOUR,"REAPER & 
HARVESTER",80,80,80,80,80,80,80,80,80,80,80,80,80,ORISSA,BOLANGIR,7
BHAINSA,W,FIELD LABOUR,"REAPER & 
HARVESTER",70,70,70,70,70,70,70,70,70,70,70,70,70,ORISSA,BOLANGIR,7
BHAINSA,M,FIELD LABOUR,SOWER,80,80,80,80,80,80,80,80,80,80,80,80,80,ORISSA,BOLANGIR,7
BHAINSA,W,FIELD LABOUR,SOWER,70,70,70,70,-,-,-,-,-,-,-,-,70,ORISSA,BOLANGIR,7
BHAINSA,M,FIELD LABOUR,WEEDER,80,80,80,80,80,80,80,80,80,80,80,80,80,ORISSA,BOLANGIR,7
BHAINSA,W,FIELD LABOUR,WEEDER,70,70,70,70,70,70,70,70,70,70,70,70,70,ORISSA,BOLANGIR,7
BHAINSA,M,HERDSMEN,HERDSMEN,80,60,60,60,50,50,50,50,50,50,50,50,55,ORISSA,BOLANGIR,7
BHAINSA,W,HERDSMEN,HERDSMEN,70,50,50,50,40,40,40,40,40,40,40,40,45,ORISSA,BOLANGIR,7
BHAINSA,M,"OTHER 
AGRICULTURAL 
LABOUR","OTHER 
AGRICULTURAL 
LABOUR",80,80,80,80,80,80,80,80,80,80,80,80,80,ORISSA,BOLANGIR,7
BHAINSA,W,"OTHER 
AGRICULTURAL 
LABOUR","OTHER 
AGRICULTURAL 
LABOUR",70,70,70,70,70,70,70,70,70,70,70,70,70,ORISSA,BOLANGIR,7
BHAINSA,M,"SKILLED 
LABOUR",BLACKSMITH,120,120,150,150,150,150,150,150,150,150,150,150,145,ORISSA,BOLANGIR,7
BHAINSA,W,"SKILLED 
LABOUR",BLACKSMITH,-,-,-,-,-,-,-,-,-,-,-,-,-,ORISSA,BOLANGIR,7
BHAINSA,M,"SKILLED 
LABOUR",CARPENTER,160,180,190,200,200,200,250,250,250,250,250,250,219.17,ORISSA,BOLANGIR,7
BHAINSA,W,"SKILLED 
LABOUR",CARPENTER,-,-,-,-,-,-,-,-,-,-,-,-,-,ORISSA,BOLANGIR,7
BHAINSA,M,"SKILLED 
LABOUR",COBBLER,165,160,170,170,170,170,180,150,150,150,150,150,161.25,ORISSA,BOLANGIR,7
BHAINSA,W,"SKILLED 
LABOUR",COBBLER,-,-,-,-,-,-,-,-,-,-,-,-,-,ORISSA,BOLANGIR,7
BOUDH,M,FIELD LABOUR,PLOUGHMAN,150,150,180,130,150,130,100,100,100,120,100,100,125.83,ORISSA,BOUDH,5
BOUDH,W,FIELD LABOUR,PLOUGHMAN,-,-,-,-,-,-,-,-,-,-,-,-,-,ORISSA,BOUDH,5
BOUDH,M,FIELD LABOUR,"REAPER & 
HARVESTER",80,80,80,80,80,80,100,100,100,120,100,100,91.67,ORISSA,BOUDH,5
BOUDH,W,FIELD LABOUR,"REAPER & 
HARVESTER",70,70,70,70,70,70,90,90,90,100,90,90,80.83,ORISSA,BOUDH,5
BOUDH,M,FIELD LABOUR,SOWER,80,80,80,80,80,80,100,100,100,120,100,100,91.67,ORISSA,BOUDH,5
BOUDH,W,FIELD LABOUR,SOWER,-,70,70,70,70,70,90,-,-,100,-,-,77.14,ORISSA,BOUDH,5
BOUDH,M,FIELD LABOUR,WEEDER,-,80,80,80,80,80,100,100,100,120,100,100,92.73,ORISSA,BOUDH,5
BOUDH,W,FIELD LABOUR,WEEDER,-,70,70,70,70,70,90,90,90,100,90,90,81.82,ORISSA,BOUDH,5
BOUDH,M,HERDSMEN,HERDSMEN,80,80,80,-,80,80,100,100,100,120,100,100,92.73,ORISSA,BOUDH,5
BOUDH,W,HERDSMEN,HERDSMEN,70,70,70,-,70,70,90,90,90,100,90,90,81.82,ORISSA,BOUDH,5
BOUDH,M,"OTHER 
AGRICULTURAL 
LABOUR","OTHER 
AGRICULTURAL 
LABOUR",80,80,80,80,80,80,100,100,100,120,100,100,91.67,ORISSA,BOUDH,5
BOUDH,W,"OTHER 
AGRICULTURAL 
LABOUR","OTHER 
AGRICULTURAL 
LABOUR",70,70,70,70,70,70,90,90,90,100,90,90,80.83,ORISSA,BOUDH,5
BOUDH,M,"SKILLED 
LABOUR",BLACKSMITH,140,140,160,160,160,160,150,150,150,200,150,150,155.83,ORISSA,BOUDH,5
BOUDH,W,"SKILLED 
LABOUR",BLACKSMITH,-,-,-,-,-,-,-,-,-,-,-,-,-,ORISSA,BOUDH,5
BOUDH,M,"SKILLED 
LABOUR",CARPENTER,150,150,150,150,150,150,180,180,180,180,180,180,165,ORISSA,BOUDH,5
BOUDH,W,"SKILLED 
LABOUR",CARPENTER,-,-,-,-,-,-,-,-,-,-,-,-,-,ORISSA,BOUDH,5
BOUDH,M,"SKILLED 
LABOUR",COBBLER,140,140,140,140,140,140,150,150,150,150,150,150,145,ORISSA,BOUDH,5
BOUDH,W,"SKILLED 
LABOUR",COBBLER,-,-,-,-,-,-,-,-,-,-,-,-,-,ORISSA,BOUDH,5
BANKI,M,FIELD LABOUR,PLOUGHMAN,120,120,120,120,200,120,120,120,120,120,140,140,130,ORISSA,CUTTACK,5
BANKI,W,FIELD LABOUR,PLOUGHMAN,-,-,-,-,-,-,-,-,-,-,-,-,-,ORISSA,CUTTACK,5
BANKI,M,FIELD LABOUR,"REAPER & 
HARVESTER",-,100,-,120,120,120,120,120,130,130,130,-,121.11,ORISSA,CUTTACK,5
BANKI,W,FIELD LABOUR,"REAPER & 
HARVESTER",-,-,-,-,-,-,-,-,120,120,120,-,120,ORISSA,CUTTACK,5
BANKI,M,FIELD LABOUR,SOWER,120,120,120,120,100,120,120,120,-,-,-,140,120,ORISSA,CUTTACK,5
BANKI,W,FIELD LABOUR,SOWER,-,-,-,-,-,100,-,-,-,-,-,-,100,ORISSA,CUTTACK,5
BANKI,M,FIELD LABOUR,WEEDER,100,100,100,100,-,-,-,-,-,120,-,120,106.67,ORISSA,CUTTACK,5
BANKI,W,FIELD LABOUR,WEEDER,-,90,90,90,-,-,-,-,-,-,-,-,90,ORISSA,CUTTACK,5
BANKI,M,HERDSMEN,HERDSMEN,100,100,100,100,100,100,100,100,100,120,120,120,105,ORISSA,CUTTACK,5
BANKI,W,HERDSMEN,HERDSMEN,-,-,-,-,-,-,-,-,-,-,-,-,-,ORISSA,CUTTACK,5
BANKI,M,"OTHER 
AGRICULTURAL 
LABOUR","OTHER 
AGRICULTURAL 
LABOUR",-,-,100,-,120,-,-,-,-,130,130,130,122,ORISSA,CUTTACK,5
BANKI,W,"OTHER 
AGRICULTURAL 
LABOUR","OTHER 
AGRICULTURAL 
LABOUR",-,-,-,-,-,-,-,-,-,-,-,-,-,ORISSA,CUTTACK,5
BANKI,M,"SKILLED 
LABOUR",BLACKSMITH,150,170,170,170,-,170,170,170,170,190,190,190,173.64,ORISSA,CUTTACK,5
BANKI,W,"SKILLED 
LABOUR",BLACKSMITH,-,-,-,-,-,-,-,-,-,-,-,-,-,ORISSA,CUTTACK,5
BANKI,M,"SKILLED 
LABOUR",CARPENTER,150,170,170,170,200,180,180,180,180,200,200,200,181.67,ORISSA,CUTTACK,5
BANKI,W,"SKILLED 
LABOUR",CARPENTER,-,-,-,-,-,-,-,-,-,-,-,-,-,ORISSA,CUTTACK,5
BANKI,M,"SKILLED 
LABOUR",COBBLER,150,170,170,170,-,170,170,170,170,190,190,190,173.64,ORISSA,CUTTACK,5
BANKI,W,"SKILLED 
LABOUR",COBBLER,-,-,-,-,-,-,-,-,-,-,-,-,-,ORISSA,CUTTACK,5
RIAMAL,M,FIELD LABOUR,PLOUGHMAN,70,70,70,70,100,100,100,100,100,100,100,100,90,ORISSA,DEOGARH,6
RIAMAL,W,FIELD LABOUR,PLOUGHMAN,-,-,-,-,-,-,-,-,-,-,-,-,-,ORISSA,DEOGARH,6
RIAMAL,M,FIELD LABOUR,"REAPER & 
HARVESTER",70,70,70,70,100,90,90,90,90,90,90,90,84.17,ORISSA,DEOGARH,6
RIAMAL,W,FIELD LABOUR,"REAPER & 
HARVESTER",60,60,60,60,70,70,70,70,70,70,70,70,66.67,ORISSA,DEOGARH,6
RIAMAL,M,FIELD LABOUR,SOWER,70,70,70,70,100,100,100,-,-,100,100,100,88,ORISSA,DEOGARH,6
RIAMAL,W,FIELD LABOUR,SOWER,60,60,60,60,60,-,-,-,-,-,-,-,60,ORISSA,DEOGARH,6
RIAMAL,M,FIELD LABOUR,WEEDER,70,70,70,70,100,90,90,90,90,90,90,90,84.17,ORISSA,DEOGARH,6
RIAMAL,W,FIELD LABOUR,WEEDER,60,60,60,60,60,70,70,70,70,70,70,90,67.5,ORISSA,DEOGARH,6
RIAMAL,M,HERDSMEN,HERDSMEN,70,70,70,70,70,90,90,90,90,90,90,90,81.67,ORISSA,DEOGARH,6
RIAMAL,W,HERDSMEN,HERDSMEN,70,70,70,70,60,70,70,70,70,70,70,70,69.17,ORISSA,DEOGARH,6
RIAMAL,M,"OTHER 
AGRICULTURAL 
LABOUR","OTHER 
AGRICULTURAL 
LABOUR",70,70,70,70,-,90,90,90,90,90,90,90,82.73,ORISSA,DEOGARH,6
RIAMAL,W,"OTHER 
AGRICULTURAL 
LABOUR","OTHER 
AGRICULTURAL 
LABOUR",70,70,70,70,-,70,70,70,70,70,70,70,70,ORISSA,DEOGARH,6
RIAMAL,M,"SKILLED 
LABOUR",BLACKSMITH,120,120,120,120,120,120,150,150,150,150,150,150,135,ORISSA,DEOGARH,6
RIAMAL,W,"SKILLED 
LABOUR",BLACKSMITH,-,-,-,-,-,-,-,-,-,-,-,-,-,ORISSA,DEOGARH,6
